,cell_line,demuxlet_cls,properly_sampled_cell,clean_cell,full_cell_index,cells_rare_gene_module,rare_cell,seed,candidate,cell_deviant_votes,dissolved,metacell,outlier,pre_cell_directs,cell_directs,pre_pile,pile,pre_candidate,pre_cell_deviant_votes,pre_dissolved,pre_metacell
Lib90_01083,H838,SNG,True,True,1022,-1,False,92,161,0,False,154,False,0,0,-1,0,-1,0,False,-1
Lib90_01084,A549,SNG,True,True,1023,-1,False,64,94,0,False,89,False,0,0,-1,0,-1,0,False,-1
Lib90_01085,H838,SNG,True,True,1024,-1,False,-1,129,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01086,H2228,SNG,True,True,1025,-1,False,48,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01087,H1975,SNG,True,True,1026,-1,False,47,71,0,False,67,False,0,0,-1,0,-1,0,False,-1
Lib90_01088,H1975,SNG,True,True,1027,-1,False,117,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01090,H838,SNG,True,True,1028,-1,False,51,104,0,False,99,False,0,0,-1,0,-1,0,False,-1
Lib90_01091,H838,SNG,True,True,1029,-1,False,51,163,0,False,156,False,0,0,-1,0,-1,0,False,-1
Lib90_01092,H838,SNG,True,True,1030,-1,False,86,145,0,False,138,False,0,0,-1,0,-1,0,False,-1
Lib90_01093,HCC827,SNG,True,True,1031,-1,False,-1,58,0,False,54,False,0,0,-1,0,-1,0,False,-1
Lib90_01094,H2228,SNG,True,True,1032,-1,False,112,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01095,H838,SNG,True,True,1033,-1,False,86,117,0,False,112,False,0,0,-1,0,-1,0,False,-1
Lib90_01096,A549,SNG,True,True,1034,-1,False,-1,7,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01097,A549,SNG,True,True,1035,-1,False,49,125,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01098,A549,SNG,True,True,1036,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01099,H2228,SNG,True,True,1037,-1,False,154,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01100,A549,SNG,True,True,1038,-1,False,53,44,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01101,A549,SNG,True,True,1039,-1,False,109,7,0,False,6,False,0,0,-1,0,-1,0,False,-1
Lib90_01102,HCC827,SNG,True,True,1040,-1,False,20,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01103,A549,SNG,True,True,1041,-1,False,104,50,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01104,H2228,SNG,True,True,1042,-1,False,80,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01105,H838,SNG,True,True,1043,-1,False,58,42,0,False,38,False,0,0,-1,0,-1,0,False,-1
Lib90_01106,HCC827,SNG,True,True,1044,-1,False,93,160,0,False,153,False,0,0,-1,0,-1,0,False,-1
Lib90_01107,A549,SNG,True,True,1045,-1,False,138,44,0,False,40,False,0,0,-1,0,-1,0,False,-1
Lib90_01108,H838,SNG,True,True,1046,-1,False,77,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01109,H2228,SNG,True,True,1047,-1,False,99,79,0,False,75,False,0,0,-1,0,-1,0,False,-1
Lib90_01110,A549,SNG,True,True,1048,-1,False,12,132,0,False,125,False,0,0,-1,0,-1,0,False,-1
Lib90_01111,H2228,SNG,True,True,1049,-1,False,-1,127,0,False,121,False,0,0,-1,0,-1,0,False,-1
Lib90_01112,H838,SNG,True,True,1050,-1,False,159,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01113,H838,SNG,True,True,1051,-1,False,163,35,0,False,31,False,0,0,-1,0,-1,0,False,-1
Lib90_01114,H838,SNG,True,True,1052,-1,False,77,131,0,False,124,False,0,0,-1,0,-1,0,False,-1
Lib90_01115,H2228,SNG,True,True,1053,-1,False,22,27,0,False,25,False,0,0,-1,0,-1,0,False,-1
Lib90_01116,A549,SNG,True,True,1054,-1,False,23,50,0,False,46,False,0,0,-1,0,-1,0,False,-1
Lib90_01117,H2228,SNG,True,True,1055,-1,False,-1,48,0,False,44,False,0,0,-1,0,-1,0,False,-1
Lib90_01118,H838,SNG,True,True,1056,-1,False,36,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01119,HCC827,SNG,True,True,1057,-1,False,81,134,0,False,127,False,0,0,-1,0,-1,0,False,-1
Lib90_01120,HCC827,SNG,True,True,1058,-1,False,93,134,0,False,127,False,0,0,-1,0,-1,0,False,-1
Lib90_01121,H1975,SNG,True,True,1059,-1,False,27,107,3,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01122,H2228,SNG,True,True,1060,-1,False,48,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01123,H838,SNG,True,True,1061,-1,False,92,163,0,False,156,False,0,0,-1,0,-1,0,False,-1
Lib90_01124,H838,SNG,True,True,1062,-1,False,17,2,0,False,2,False,0,0,-1,0,-1,0,False,-1
Lib90_01125,H2228,SNG,True,True,1063,-1,False,55,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01126,H838,SNG,True,True,1064,-1,False,4,129,0,False,123,False,0,0,-1,0,-1,0,False,-1
Lib90_01127,H1975,SNG,True,True,1065,-1,False,69,107,0,False,102,False,0,0,-1,0,-1,0,False,-1
Lib90_01128,H838,SNG,True,True,1066,-1,False,160,2,0,False,2,False,0,0,-1,0,-1,0,False,-1
Lib90_01129,H2228,SNG,True,True,1067,-1,False,28,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01130,H2228,SNG,True,True,1068,-1,False,18,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01131,H1975,SNG,True,True,1069,-1,False,26,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01132,H2228,SNG,True,True,1070,-1,False,48,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01133,H838,SNG,True,True,1071,-1,False,9,29,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01134,HCC827,SNG,True,True,1072,-1,False,31,30,0,False,26,False,0,0,-1,0,-1,0,False,-1
Lib90_01135,HCC827,SNG,True,True,1073,-1,False,79,77,0,False,73,False,0,0,-1,0,-1,0,False,-1
Lib90_01136,H2228,SNG,True,True,1074,-1,False,-1,59,0,False,55,False,0,0,-1,0,-1,0,False,-1
Lib90_01137,H2228,SNG,True,True,1075,-1,False,148,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01138,H1975,SNG,True,True,1076,-1,False,33,67,0,False,63,False,0,0,-1,0,-1,0,False,-1
Lib90_01139,H838,SNG,True,True,1077,-1,False,84,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01140,H838,SNG,True,True,1078,-1,False,1,131,0,False,124,False,0,0,-1,0,-1,0,False,-1
Lib90_01141,H2228,SNG,True,True,1079,-1,False,34,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01142,HCC827,SNG,True,True,1080,-1,False,155,157,0,False,150,False,0,0,-1,0,-1,0,False,-1
Lib90_01143,H1975,SNG,True,True,1081,-1,False,-1,135,0,False,128,False,0,0,-1,0,-1,0,False,-1
Lib90_01144,H2228,SNG,True,True,1082,-1,False,101,81,0,False,77,False,0,0,-1,0,-1,0,False,-1
Lib90_01145,HCC827,SNG,True,True,1083,-1,False,136,30,0,False,26,False,0,0,-1,0,-1,0,False,-1
Lib90_01146,H1975,SNG,True,True,1084,-1,False,137,9,0,False,8,False,0,0,-1,0,-1,0,False,-1
Lib90_01147,HCC827,SNG,True,True,1085,-1,False,96,62,0,False,58,False,0,0,-1,0,-1,0,False,-1
Lib90_01148,A549,SNG,True,True,1086,-1,False,143,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01149,H838,SNG,True,True,1087,-1,False,115,0,0,False,0,False,0,0,-1,0,-1,0,False,-1
Lib90_01150,H1975,SNG,True,True,1088,-1,False,27,107,0,False,102,False,0,0,-1,0,-1,0,False,-1
Lib90_01151,H1975,SNG,True,True,1089,-1,False,24,9,0,False,8,False,0,0,-1,0,-1,0,False,-1
Lib90_01152,H2228,SNG,True,True,1090,-1,False,15,150,0,False,143,False,0,0,-1,0,-1,0,False,-1
Lib90_01153,A549,SNG,True,True,1091,-1,False,61,14,0,False,13,False,0,0,-1,0,-1,0,False,-1
Lib90_01154,H2228,SNG,True,True,1092,-1,False,18,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01155,H2228,SNG,True,True,1093,-1,False,-1,27,0,False,25,False,0,0,-1,0,-1,0,False,-1
Lib90_01156,H2228,SNG,True,True,1094,-1,False,-1,150,0,False,143,False,0,0,-1,0,-1,0,False,-1
Lib90_01157,H1975,SNG,True,True,1095,-1,False,52,143,0,False,136,False,0,0,-1,0,-1,0,False,-1
Lib90_01158,H838,SNG,True,True,1096,-1,False,77,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01159,H1975,SNG,True,True,1097,-1,False,24,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01160,H1975,SNG,True,True,1098,-1,False,45,76,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01161,A549,SNG,True,True,1099,-1,False,53,106,0,False,101,False,0,0,-1,0,-1,0,False,-1
Lib90_01162,H838,SNG,True,True,1100,-1,False,65,117,0,False,112,False,0,0,-1,0,-1,0,False,-1
Lib90_01163,H838,SNG,True,True,1101,-1,False,-1,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01164,HCC827,SNG,True,True,1102,-1,False,-1,152,0,False,145,False,0,0,-1,0,-1,0,False,-1
Lib90_01165,H838,SNG,True,True,1103,-1,False,77,163,0,False,156,False,0,0,-1,0,-1,0,False,-1
Lib90_01166,H1975,SNG,True,True,1104,-1,False,150,71,0,False,67,False,0,0,-1,0,-1,0,False,-1
Lib90_01167,A549,SNG,True,True,1105,-1,False,53,94,0,False,89,False,0,0,-1,0,-1,0,False,-1
Lib90_01168,HCC827,SNG,True,True,1106,-1,False,6,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01169,H838,SNG,True,True,1107,-1,False,1,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01170,HCC827,SNG,True,True,1108,-1,False,6,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01171,HCC827,SNG,True,True,1109,-1,False,39,112,0,False,107,False,0,0,-1,0,-1,0,False,-1
Lib90_01172,H2228,SNG,True,True,1110,-1,False,152,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01173,HCC827,SNG,True,True,1111,-1,False,20,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01174,H838,SNG,True,True,1112,-1,False,56,146,0,False,139,False,0,0,-1,0,-1,0,False,-1
Lib90_01175,H1975,SNG,True,True,1113,-1,False,95,26,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01176,H838,SNG,True,True,1114,-1,False,77,163,0,False,156,False,0,0,-1,0,-1,0,False,-1
Lib90_01177,H2228,SNG,True,True,1115,-1,False,76,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01178,H2228,SNG,True,True,1116,-1,False,89,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01179,H838,SNG,True,True,1117,-1,False,129,85,0,False,80,False,0,0,-1,0,-1,0,False,-1
Lib90_01180,H2228,SNG,True,True,1118,-1,False,112,25,0,False,23,False,0,0,-1,0,-1,0,False,-1
Lib90_01181,HCC827,SNG,True,True,1119,-1,False,39,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01182,H1975,SNG,True,True,1120,-1,False,95,135,0,False,128,False,0,0,-1,0,-1,0,False,-1
Lib90_01183,H2228,SNG,True,True,1121,-1,False,62,151,0,False,144,False,0,0,-1,0,-1,0,False,-1
Lib90_01184,HCC827,SNG,True,True,1122,-1,False,90,73,0,False,69,False,0,0,-1,0,-1,0,False,-1
Lib90_01185,H2228,SNG,True,True,1123,-1,False,7,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01186,H1975,SNG,True,True,1124,-1,False,117,9,0,False,8,False,0,0,-1,0,-1,0,False,-1
Lib90_01187,H2228,SNG,True,True,1125,-1,False,112,27,0,False,25,False,0,0,-1,0,-1,0,False,-1
Lib90_01189,HCC827,SNG,True,True,1126,-1,False,81,152,0,False,145,False,0,0,-1,0,-1,0,False,-1
Lib90_01190,H2228,SNG,True,True,1127,-1,False,112,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01191,H2228,SNG,True,True,1128,-1,False,34,82,0,False,78,False,0,0,-1,0,-1,0,False,-1
Lib90_01192,HCC827,SNG,True,True,1129,-1,False,-1,152,0,False,145,False,0,0,-1,0,-1,0,False,-1
Lib90_01193,HCC827,SNG,True,True,1130,-1,False,136,112,0,False,107,False,0,0,-1,0,-1,0,False,-1
Lib90_01194,H2228,SNG,True,True,1131,-1,False,48,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01195,H838,SNG,True,True,1132,-1,False,77,164,0,False,157,False,0,0,-1,0,-1,0,False,-1
Lib90_01197,H2228,SNG,True,True,1133,-1,False,-1,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01198,H2228,SNG,True,True,1134,-1,False,80,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01199,H1975,SNG,True,True,1135,-1,False,131,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01200,H2228,SNG,True,True,1136,-1,False,55,144,0,False,137,False,0,0,-1,0,-1,0,False,-1
Lib90_01201,H2228,SNG,True,True,1137,-1,False,80,63,0,False,59,False,0,0,-1,0,-1,0,False,-1
Lib90_01202,H2228,SNG,True,True,1138,-1,False,101,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01203,H838,SNG,True,True,1139,-1,False,84,52,0,False,48,False,0,0,-1,0,-1,0,False,-1
Lib90_01204,H2228,SNG,True,True,1140,-1,False,101,82,0,False,78,False,0,0,-1,0,-1,0,False,-1
Lib90_01205,H838,SNG,True,True,1141,-1,False,4,145,0,False,138,False,0,0,-1,0,-1,0,False,-1
Lib90_01206,H838,SNG,True,True,1142,-1,False,11,124,0,False,119,False,0,0,-1,0,-1,0,False,-1
Lib90_01207,HCC827,SNG,True,True,1143,-1,False,96,57,0,False,53,False,0,0,-1,0,-1,0,False,-1
Lib90_01208,H2228,SNG,True,True,1144,-1,False,89,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01209,H838,SNG,True,True,1145,-1,False,-1,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01210,H838,SNG,True,True,1146,-1,False,51,161,0,False,154,False,0,0,-1,0,-1,0,False,-1
Lib90_01211,HCC827,SNG,True,True,1147,-1,False,75,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01212,H1975,SNG,True,True,1148,-1,False,131,143,0,False,136,False,0,0,-1,0,-1,0,False,-1
Lib90_01213,H838,SNG,True,True,1149,-1,False,77,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01214,H2228,SNG,True,True,1150,-1,False,80,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01215,HCC827,SNG,True,True,1151,-1,False,-1,57,12,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01216,H2228,SNG,True,True,1152,-1,False,16,116,0,False,111,False,0,0,-1,0,-1,0,False,-1
Lib90_01217,HCC827,SNG,True,True,1153,-1,False,96,64,0,False,60,False,0,0,-1,0,-1,0,False,-1
Lib90_01218,H2228,SNG,True,True,1154,-1,False,22,144,0,False,137,False,0,0,-1,0,-1,0,False,-1
Lib90_01219,H838,SNG,True,True,1155,-1,False,92,147,0,False,140,False,0,0,-1,0,-1,0,False,-1
Lib90_01220,H2228,SNG,True,True,1156,-1,False,154,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01221,H1975,SNG,True,True,1157,-1,False,95,76,0,False,72,False,0,0,-1,0,-1,0,False,-1
Lib90_01222,H838,SNG,True,True,1158,-1,False,84,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01223,H2228,SNG,True,True,1159,-1,False,32,127,0,False,121,False,0,0,-1,0,-1,0,False,-1
Lib90_01224,A549,SNG,True,True,1160,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01225,H2228,SNG,True,True,1161,-1,False,-1,63,0,False,59,False,0,0,-1,0,-1,0,False,-1
Lib90_01226,HCC827,SNG,True,True,1162,-1,False,-1,32,0,False,28,False,0,0,-1,0,-1,0,False,-1
Lib90_01227,A549,SNG,True,True,1163,-1,False,23,8,0,False,7,False,0,0,-1,0,-1,0,False,-1
Lib90_01228,H2228,SNG,True,True,1164,-1,False,48,78,0,False,74,False,0,0,-1,0,-1,0,False,-1
Lib90_01229,H838,SNG,True,True,1165,-1,False,85,117,0,False,112,False,0,0,-1,0,-1,0,False,-1
Lib90_01230,A549,SNG,True,True,1166,-1,False,100,120,0,False,115,False,0,0,-1,0,-1,0,False,-1
Lib90_01231,H838,SNG,True,True,1167,-1,False,92,47,0,False,43,False,0,0,-1,0,-1,0,False,-1
Lib90_01232,A549,SNG,True,True,1168,-1,False,122,109,0,False,104,False,0,0,-1,0,-1,0,False,-1
Lib90_01233,H2228,SNG,True,True,1169,-1,False,101,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01234,H838,SNG,True,True,1170,-1,False,11,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01235,H2228,SNG,True,True,1171,-1,False,145,116,0,False,111,False,0,0,-1,0,-1,0,False,-1
Lib90_01236,H838,SNG,True,True,1172,-1,False,115,129,0,False,123,False,0,0,-1,0,-1,0,False,-1
Lib90_01237,HCC827,SNG,True,True,1173,-1,False,20,173,0,True,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01238,H2228,SNG,True,True,1174,-1,False,80,81,0,False,77,False,0,0,-1,0,-1,0,False,-1
Lib90_01239,H838,SNG,True,True,1175,-1,False,92,1,0,False,1,False,0,0,-1,0,-1,0,False,-1
Lib90_01240,H838,SNG,True,True,1176,-1,False,11,163,0,False,156,False,0,0,-1,0,-1,0,False,-1
Lib90_01241,H2228,SNG,True,True,1177,-1,False,89,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01242,H2228,SNG,True,True,1178,-1,False,154,69,0,False,65,False,0,0,-1,0,-1,0,False,-1
Lib90_01243,H1975,SNG,True,True,1179,-1,False,33,67,0,False,63,False,0,0,-1,0,-1,0,False,-1
Lib90_01244,HCC827,SNG,True,True,1180,-1,False,63,160,0,False,153,False,0,0,-1,0,-1,0,False,-1
Lib90_01245,H2228,SNG,True,True,1181,-1,False,62,16,0,False,15,False,0,0,-1,0,-1,0,False,-1
Lib90_01246,H2228,SNG,True,True,1182,-1,False,-1,59,0,False,55,False,0,0,-1,0,-1,0,False,-1
Lib90_01247,H1975,SNG,True,True,1183,-1,False,26,74,0,False,70,False,0,0,-1,0,-1,0,False,-1
Lib90_01248,HCC827,SNG,True,True,1184,-1,False,37,30,0,False,26,False,0,0,-1,0,-1,0,False,-1
Lib90_01249,H838,SNG,True,True,1185,-1,False,84,146,0,False,139,False,0,0,-1,0,-1,0,False,-1
Lib90_01250,HCC827,SNG,True,True,1186,-1,False,20,112,0,False,107,False,0,0,-1,0,-1,0,False,-1
Lib90_01251,H838,SNG,True,True,1187,-1,False,11,1,0,False,1,False,0,0,-1,0,-1,0,False,-1
Lib90_01252,H838,SNG,True,True,1188,-1,False,46,129,0,False,123,False,0,0,-1,0,-1,0,False,-1
Lib90_01253,H1975,SNG,True,True,1189,-1,False,117,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01254,H838,SNG,True,True,1190,-1,False,17,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
Lib90_01255,H1975,SNG,True,True,1191,-1,False,117,43,0,False,39,False,0,0,-1,0,-1,0,False,-1
Lib90_01256,H1975,SNG,True,True,1192,-1,False,45,38,0,False,34,False,0,0,-1,0,-1,0,False,-1
Lib90_01257,H838,SNG,True,True,1193,-1,False,17,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01258,H1975,SNG,True,True,1194,-1,False,33,26,0,False,24,False,0,0,-1,0,-1,0,False,-1
Lib90_01259,H838,SNG,True,True,1195,-1,False,11,3,0,False,3,False,0,0,-1,0,-1,0,False,-1
Lib90_01260,H838,SNG,True,True,1196,-1,False,84,47,0,False,43,False,0,0,-1,0,-1,0,False,-1
Lib90_01261,H2228,SNG,True,True,1197,-1,False,34,82,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01262,A549,SNG,True,True,1198,-1,False,73,122,0,False,117,False,0,0,-1,0,-1,0,False,-1
Lib90_01263,H2228,SNG,True,True,1199,-1,False,-1,88,0,False,83,False,0,0,-1,0,-1,0,False,-1
Lib90_01264,H2228,SNG,True,True,1200,-1,False,-1,105,0,False,100,False,0,0,-1,0,-1,0,False,-1
Lib90_01265,H1975,SNG,True,True,1201,-1,False,88,140,0,False,133,False,0,0,-1,0,-1,0,False,-1
Lib90_01266,H2228,SNG,True,True,1202,-1,False,-1,116,0,False,111,False,0,0,-1,0,-1,0,False,-1
Lib90_01267,H838,SNG,True,True,1203,-1,False,86,133,0,False,126,False,0,0,-1,0,-1,0,False,-1
Lib90_01268,HCC827,SNG,True,True,1204,-1,False,-1,92,0,False,87,False,0,0,-1,0,-1,0,False,-1
Lib90_01269,H2228,SNG,True,True,1205,-1,False,55,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01270,A549,SNG,True,True,1206,-1,False,61,132,0,False,125,False,0,0,-1,0,-1,0,False,-1
Lib90_01271,H838,SNG,True,True,1207,-1,False,3,124,0,False,119,False,0,0,-1,0,-1,0,False,-1
Lib90_01272,H838,SNG,True,True,1208,-1,False,92,42,0,False,38,False,0,0,-1,0,-1,0,False,-1
Lib90_01273,H838,SNG,True,True,1209,-1,False,129,141,0,False,134,False,0,0,-1,0,-1,0,False,-1
Lib90_01274,A549,SNG,True,True,1210,-1,False,118,95,0,False,90,False,0,0,-1,0,-1,0,False,-1
Lib90_01275,H2228,SNG,True,True,1211,-1,False,151,121,0,False,116,False,0,0,-1,0,-1,0,False,-1
Lib90_01276,HCC827,SNG,True,True,1212,-1,False,139,159,0,False,152,False,0,0,-1,0,-1,0,False,-1
Lib90_01277,H838,SNG,True,True,1213,-1,False,56,2,0,False,2,False,0,0,-1,0,-1,0,False,-1
Lib90_01278,H1975,SNG,True,True,1214,-1,False,69,20,0,False,18,False,0,0,-1,0,-1,0,False,-1
Lib90_01279,HCC827,SNG,True,True,1215,-1,False,6,64,0,False,60,False,0,0,-1,0,-1,0,False,-1
Lib90_01280,H2228,SNG,True,True,1216,-1,False,54,48,0,False,44,False,0,0,-1,0,-1,0,False,-1
Lib90_01281,A549,SNG,True,True,1217,-1,False,100,109,0,False,104,False,0,0,-1,0,-1,0,False,-1
Lib90_01282,H2228,SNG,True,True,1218,-1,False,135,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01283,H1975,SNG,True,True,1219,-1,False,45,38,0,False,34,False,0,0,-1,0,-1,0,False,-1
Lib90_01284,H838,SNG,True,True,1220,-1,False,129,155,0,False,148,False,0,0,-1,0,-1,0,False,-1
Lib90_01285,A549,SNG,True,True,1221,-1,False,133,8,0,False,7,False,0,0,-1,0,-1,0,False,-1
Lib90_01286,H838,SNG,True,True,1222,-1,False,115,158,0,False,151,False,0,0,-1,0,-1,0,False,-1
Lib90_01287,H2228,SNG,True,True,1223,-1,False,76,128,0,False,122,False,0,0,-1,0,-1,0,False,-1
Lib90_01288,A549,SNG,True,True,1224,-1,False,71,31,0,False,27,False,0,0,-1,0,-1,0,False,-1
Lib90_01289,H2228,SNG,True,True,1225,-1,False,18,13,0,False,12,False,0,0,-1,0,-1,0,False,-1
Lib90_01290,H2228,SNG,True,True,1226,-1,False,34,65,0,False,61,False,0,0,-1,0,-1,0,False,-1
Lib90_01291,H838,SNG,True,True,1227,-1,False,1,52,0,False,48,False,0,0,-1,0,-1,0,False,-1
Lib90_01292,H838,SNG,True,True,1228,-1,False,56,161,0,False,154,False,0,0,-1,0,-1,0,False,-1
Lib90_01293,H1975,SNG,True,True,1229,-1,False,26,74,1,False,-1,True,0,0,-1,0,-1,0,False,-1
Lib90_01294,A549,SNG,True,True,1230,-1,False,133,122,0,False,117,False,0,0,-1,0,-1,0,False,-1
Lib90_01295,H2228,SNG,True,True,1231,-1,False,112,90,0,False,85,False,0,0,-1,0,-1,0,False,-1
Lib90_01296,A549,SNG,True,True,1232,-1,False,-1,19,0,False,17,False,0,0,-1,0,-1,0,False,-1
Lib90_01297,H2228,SNG,True,True,1233,-1,False,-1,144,0,False,137,False,0,0,-1,0,-1,0,False,-1
Lib90_01298,H2228,SNG,True,True,1234,-1,False,80,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01299,H838,SNG,True,True,1235,-1,False,17,153,0,False,146,False,0,0,-1,0,-1,0,False,-1
Lib90_01300,A549,SNG,True,True,1236,-1,False,61,132,0,False,125,False,0,0,-1,0,-1,0,False,-1
Lib90_01301,H2228,SNG,True,True,1237,-1,False,7,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01302,HCC827,SNG,True,True,1238,-1,False,81,139,0,False,132,False,0,0,-1,0,-1,0,False,-1
Lib90_01303,HCC827,SNG,True,True,1239,-1,False,90,102,0,False,97,False,0,0,-1,0,-1,0,False,-1
Lib90_01304,H838,SNG,True,True,1240,-1,False,1,1,0,False,1,False,0,0,-1,0,-1,0,False,-1
Lib90_01305,H1975,SNG,True,True,1241,-1,False,33,67,0,False,63,False,0,0,-1,0,-1,0,False,-1
Lib90_01306,A549,SNG,True,True,1242,-1,False,61,109,0,False,104,False,0,0,-1,0,-1,0,False,-1
Lib90_01307,A549,SNG,True,True,1243,-1,False,111,89,0,False,84,False,0,0,-1,0,-1,0,False,-1
Lib90_01308,H838,SNG,True,True,1244,-1,False,-1,147,0,False,140,False,0,0,-1,0,-1,0,False,-1
Lib90_01309,A549,SNG,True,True,1245,-1,False,64,37,0,False,33,False,0,0,-1,0,-1,0,False,-1
Lib90_01310,H2228,SNG,True,True,1246,-1,False,55,110,0,False,105,False,0,0,-1,0,-1,0,False,-1
Lib90_01311,A549,SNG,True,True,1247,-1,False,143,70,0,False,66,False,0,0,-1,0,-1,0,False,-1
Lib90_01312,H2228,SNG,True,True,1248,-1,False,76,45,0,False,41,False,0,0,-1,0,-1,0,False,-1
Lib90_01313,H2228,SNG,True,True,1249,-1,False,28,6,0,False,5,False,0,0,-1,0,-1,0,False,-1
Lib90_01314,H838,SNG,True,True,1250,-1,False,4,145,0,False,138,False,0,0,-1,0,-1,0,False,-1
Lib90_01315,A549,SNG,True,True,1251,-1,False,19,132,0,False,125,False,0,0,-1,0,-1,0,False,-1
Lib90_01316,H1975,SNG,True,True,1252,-1,False,88,-2,0,False,-2,True,0,0,-1,0,-1,0,False,-1
Lib90_01317,H2228,SNG,True,True,1253,-1,False,110,72,0,False,68,False,0,0,-1,0,-1,0,False,-1
Lib90_01318,A549,SNG,True,True,1254,-1,False,23,14,0,False,13,False,0,0,-1,0,-1,0,False,-1
Lib90_01319,H1975,SNG,True,True,1255,-1,False,47,38,0,False,34,False,0,0,-1,0,-1,0,False,-1
Lib90_01320,H838,SNG,True,True,1256,-1,False,163,60,0,False,56,False,0,0,-1,0,-1,0,False,-1
